URL,title,details
/Movie Scripts/Thunderheart Script.html,Thunderheart Script.,"{'writers': ['John Fusco'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Mystery', 'Thriller'], 'script_date': 'October 1990', 'release_date': 'April 1992'}"
/Movie Scripts/Ticker Script.html,Ticker Script.,"{'writers': ['Paul B. Margolis'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action.Thriller', 'Crime'], 'script_date': 'November 1997', 'release_date': 'November 2001'}"
/Movie Scripts/Timber Falls Script.html,Timber Falls Script.,"{'writers': ['Dan Kay', 'Tony Giglio'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Thriller'], 'script_date': 'September 2006', 'release_date': 'December 2007'}"
"/Movie Scripts/Time Machine, The Script.html","Time Machine, The Script.","{'writers': ['John Logan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Sci-Fi'], 'script_date': 'February 2000', 'release_date': None}"
/Movie Scripts/Tin Cup Script.html,Tin Cup Script.,"{'writers': ['John Norville', 'Ron Shelton'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': 'December 1995', 'release_date': None}"
/Movie Scripts/Tin Men Script.html,Tin Men Script.,"{'writers': ['Barry Levinson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': 'June 1986', 'release_date': None}"
/Movie Scripts/Tinker Tailor Soldier Spy Script.html,Tinker Tailor Soldier Spy Script.,"{'writers': [""Bridget O'Connor"", 'Peter Straughan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': 'December 2011'}"
/Movie Scripts/Titanic Script.html,Titanic Script.,"{'writers': ['James Cameron'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'December 1997', 'release_date': None}"
/Movie Scripts/TMNT Script.html,TMNT Script.,"{'writers': ['Kevin Munroe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy'], 'script_date': 'August 2005', 'release_date': 'March 2007'}"
/Movie Scripts/To Sleep with Anger Script.html,To Sleep with Anger Script.,"{'writers': ['Charles Burnett'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'January 1989', 'release_date': None}"
/Movie Scripts/Tombstone Script.html,Tombstone Script.,"{'writers': ['Kevin Jarre'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Western'], 'script_date': 'March 1993', 'release_date': None}"
/Movie Scripts/Tomorrow Never Dies Script.html,Tomorrow Never Dies Script.,"{'writers': ['Bruce Feirstein', 'Ian Fleming'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Thriller'], 'script_date': 'December 1997', 'release_date': None}"
/Movie Scripts/Top Gun Script.html,Top Gun Script.,"{'writers': ['Chip Proser'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama'], 'script_date': 'April 1985', 'release_date': None}"
/Movie Scripts/Total Recall Script.html,Total Recall Script.,"{'writers': ['Ronald Shusett', ""Dan O'Bannon"", 'Steven Pressfield'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Sci-Fi', 'Thriller'], 'script_date': 'December 1990', 'release_date': None}"
"/Movie Scripts/Tourist, The Script.html","Tourist, The Script.","{'writers': ['Julian Fellowes'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Thriller'], 'script_date': 'June 2008', 'release_date': 'December 2010'}"
"/Movie Scripts/Town, The Script.html","Town, The Script.","{'writers': ['Peter Craig', 'Ben Affleck', 'Aaron Stockard', 'Chuck Hogan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'May 2010', 'release_date': 'September 2010'}"
/Movie Scripts/Toy Story Script.html,Toy Story Script.,"{'writers': ['Joss Whedon', 'Andrew Stanton', 'Joel Cohen', 'Alec Sokolow'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Comedy', 'Family', 'Fantasy'], 'script_date': 'November 1995', 'release_date': None}"
/Movie Scripts/Traffic Script.html,Traffic Script.,"{'writers': ['Stephen Gaghan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Training Day Script.html,Training Day Script.,"{'writers': ['David Ayer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Thriller'], 'script_date': 'March 2001', 'release_date': None}"
/Movie Scripts/Trainspotting Script.html,Trainspotting Script.,"{'writers': ['Irvine Welsh', 'John Hodge'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'December 1996', 'release_date': None}"
/Movie Scripts/Transformers: The Movie Script.html,Transformers: The Movie Script.,"{'writers': ['Ron Friedman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Animation', 'Family', 'Sci-Fi'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Trap Livin' Script.html,Trap Livin' Script.,"{'writers': ['Sabrina Hall'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'October 2022'}"
/Movie Scripts/Tremors Script.html,Tremors Script.,"{'writers': ['S. S. Wilson', 'Brent Maddock'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Horror', 'Sci-Fi'], 'script_date': 'June 1988', 'release_date': None}"
/Movie Scripts/Tristan and Isolde Script.html,Tristan and Isolde Script.,"{'writers': ['Dean Georgaris'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'January 2006'}"
/Movie Scripts/TRON Script.html,TRON Script.,"{'writers': ['Steven Lisberger', 'Bonnie MacBird', 'Charlie Haas'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi'], 'script_date': 'April 1981', 'release_date': None}"
/Movie Scripts/TRON: Legacy Script.html,TRON: Legacy Script.,"{'writers': ['Richard Jefferies'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Sci-Fi'], 'script_date': None, 'release_date': 'December 2010'}"
/Movie Scripts/Tropic Thunder Script.html,Tropic Thunder Script.,"{'writers': ['Ethan Cohen', 'Ben Stiller', 'Justin Theroux'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Comedy', 'War'], 'script_date': None, 'release_date': 'August 2008'}"
/Movie Scripts/Troy Script.html,Troy Script.,"{'writers': ['David Benioff'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'War'], 'script_date': 'February 2003', 'release_date': 'May 2004'}"
/Movie Scripts/True Grit Script.html,True Grit Script.,"{'writers': ['Joel Cohen', 'Ethan Coen', 'Charles Portis'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Drama', 'Western'], 'script_date': 'June 2009', 'release_date': 'December 2010'}"
/Movie Scripts/True Lies Script.html,True Lies Script.,"{'writers': ['Claude Zidi', 'Simon Micha�l', 'Didier Kaminka', 'James Cameron'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Comedy', 'Romance', 'Thriller'], 'script_date': 'December 1994', 'release_date': None}"
/Movie Scripts/True Romance Script.html,True Romance Script.,"{'writers': ['Quentin Tarantino'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Romance', 'Thriller'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Truman Show, The Script.html","Truman Show, The Script.","{'writers': ['Andrew Niccol'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi'], 'script_date': 'January 1998', 'release_date': None}"
/Movie Scripts/Tucker and Dale vs Evil Script.html,Tucker and Dale vs Evil Script.,"{'writers': ['Eli Craig', 'Morgan Jurgenson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Horror'], 'script_date': 'April 2009', 'release_date': 'December 2010'}"
/Movie Scripts/Twilight Script.html,Twilight Script.,"{'writers': ['Melissa Rosenberg'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Fantasy', 'Romance', 'Thriller'], 'script_date': 'February 2008', 'release_date': 'November 2008'}"
/Movie Scripts/Twilight: New Moon Script.html,Twilight: New Moon Script.,"{'writers': ['Melissa Rosenberg', 'Stephenie Meyer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Thriller'], 'script_date': 'December 2008', 'release_date': 'November 2009'}"
/Movie Scripts/Twin Peaks Script.html,Twin Peaks Script.,"{'writers': ['Mark Frost', 'David Lynch', 'Robert Engels'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Horror', 'Thriller', 'Mystery'], 'script_date': 'December 1992', 'release_date': None}"
/Movie Scripts/Twins Script.html,Twins Script.,"{'writers': ['William Osborne', 'William Davies', 'Timothy Harris', 'Hershel Weingrod', 'William Goldman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Sci-Fi'], 'script_date': 'March 1998', 'release_date': None}"
/Movie Scripts/Twister Script.html,Twister Script.,"{'writers': ['Michael Crichton', 'Anne-Marie Martin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Thriller'], 'script_date': 'September 1994', 'release_date': 'May 1996'}"
/Movie Scripts/Two For The Money Script.html,Two For The Money Script.,"{'writers': ['Dan Gilroy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Sport', 'Thriller'], 'script_date': 'October 2004', 'release_date': 'October 2005'}"
/Movie Scripts/U Turn Script.html,U Turn Script.,"{'writers': ['John Ridley', 'Richard Rutowski', 'Oliver Stone'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Ugly Truth, The Script.html","Ugly Truth, The Script.","{'writers': ['Nicole Eastman', 'Tracey Jackson', 'Peter Hume', 'David Diamond', 'David Weissman', 'Roger Kumble'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance'], 'script_date': 'February 2008', 'release_date': 'July 2009'}"
/Movie Scripts/Un Singe en Hiver Script.html,Un Singe en Hiver Script.,"{'writers': ['Michel Audiard', 'Antoine Blondin', 'Fran�ois Boyer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'May 1962'}"
/Movie Scripts/Unbreakable Script.html,Unbreakable Script.,"{'writers': ['M. Night Shyamalan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Fantasy', 'Thriller'], 'script_date': 'October 1999', 'release_date': None}"
/Movie Scripts/Under Fire Script.html,Under Fire Script.,"{'writers': ['Clayton Frohman', 'Ron Shelton'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'October 1983'}"
/Movie Scripts/Unforgiven Script.html,Unforgiven Script.,"{'writers': ['David Peoples'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Western'], 'script_date': 'March 1984', 'release_date': None}"
/Movie Scripts/Unknown Script.html,Unknown Script.,"{'writers': ['Oliver Butcher', 'Stephen Cornwell'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'October 2009', 'release_date': 'February 2011'}"
/Movie Scripts/Up Script.html,Up Script.,"{'writers': ['Pete Docter', 'Bob Peterson', 'Thomas McCarthy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Adventure', 'Comedy', 'Drama', 'Family'], 'script_date': None, 'release_date': 'May 2009'}"
/Movie Scripts/Up in the Air Script.html,Up in the Air Script.,"{'writers': ['Jason Reitman', 'Sheldon Turner'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'December 2009'}"
"/Movie Scripts/Usual Suspects, The Script.html","Usual Suspects, The Script.","{'writers': ['Christopher McQuarrie'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Mystery', 'Thriller'], 'script_date': 'May 1994', 'release_date': None}"
/Movie Scripts/V for Vendetta Script.html,V for Vendetta Script.,"{'writers': ['Andy Wachowski', 'Larry Wachowski'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': 'March 2006'}"
/Movie Scripts/Valentine's Day Script.html,Valentine's Day Script.,"{'writers': ['Katherine Fugate'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance'], 'script_date': None, 'release_date': 'February 2010'}"
/Movie Scripts/Valkyrie Script.html,Valkyrie Script.,"{'writers': ['Christopher McQuarrie', 'Nathan Alexander'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller', 'War'], 'script_date': 'January 2007', 'release_date': 'December 2008'}"
/Movie Scripts/Vanilla Sky Script.html,Vanilla Sky Script.,"{'writers': ['Cameron Crowe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': 'December 2001'}"
"/Movie Scripts/Verdict, The Script.html","Verdict, The Script.","{'writers': ['Barry Reed', 'David Mamet'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'December 1982', 'release_date': None}"
/Movie Scripts/Vertigo Script.html,Vertigo Script.,"{'writers': ['Alec Coppel', 'Samuel Taylor'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Very Bad Things Script.html,Very Bad Things Script.,"{'writers': ['Peter Berg'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Thriller'], 'script_date': 'September 1997', 'release_date': None}"
"/Movie Scripts/Village, The Script.html","Village, The Script.","{'writers': ['M. Night Shyamalan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': 'July 2004'}"
/Movie Scripts/Virtuosity Script.html,Virtuosity Script.,"{'writers': ['Eric Bernt'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi', 'Thriller'], 'script_date': 'May 1994', 'release_date': None}"
"/Movie Scripts/Visitor, The Script.html","Visitor, The Script.","{'writers': ['Thomas McCarthy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'April 2008'}"
/Movie Scripts/Wag the Dog Script.html,Wag the Dog Script.,"{'writers': ['David Mamet'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'October 1996', 'release_date': None}"
"/Movie Scripts/Walk to Remember, A Script.html","Walk to Remember, A Script.","{'writers': ['Karen Janszen'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'July 2000', 'release_date': None}"
/Movie Scripts/Walking Tall Script.html,Walking Tall Script.,"{'writers': ['Mort Briskin', 'David Klass'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Thriller'], 'script_date': None, 'release_date': 'April 2004'}"
/Movie Scripts/Wall Street Script.html,Wall Street Script.,"{'writers': ['Stanley Weiser', 'Oliver Stone'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': 'March 1987', 'release_date': None}"
